id	statement	keywords
S-0200	Lock framing removes free-parameter knobs by using certified relational constants.	certified,constants,framing,free-parameter,knobs,lock,relational,removes,using
S-0201	Lock framing gives crisp falsification by overproduction or underproduction of survivors.	crisp,falsification,framing,gives,lock,overproduction,survivors,underproduction
S-0202	Lock pipeline stages are sieve, certificate build, Delta receipts, and publication stability.	build,certificate,delta,lock,pipeline,publication,receipts,sieve,stability,stages
S-0203	Sieve stage applies LOW descent, abstention hazard gates, micro-stability, and CRL rational bounds.	abstention,applies,bounds,crl,descent,gates,hazard,low,micro-stability,rational,sieve,stage
S-0204	Certificate build stage attaches bounded rational form, gate flags, and required meters.	attaches,bounded,build,certificate,flags,form,gate,meters,rational,required,stage
S-0205	Delta receipt stage requires hinge, Delta-Pentad, and Five-Subtractions agreement on CRL hats.	agreement,crl,delta,delta-pentad,five-subtractions,hats,hinge,receipt,requires,stage
S-0206	Receipt disagreement routes candidate to typed Theta.	candidate,disagreement,receipt,routes,theta,typed
S-0207	Publication stage requires identity stability under admissible swaps and perturbations.	admissible,identity,perturbations,publication,requires,stability,stage,swaps,under
S-0208	Post-lock H-infinity instability demotes candidate to Theta.	candidate,demotes,h-infinity,instability,post-lock,theta
S-0209	The physical meaning of Lock is ONAL LOCK as constraint that outlives the seeding knot.	constraint,knot,lock,meaning,onal,outlives,physical,seeding
S-0210	Lock ontology models matter as frozen constraint.	constraint,frozen,lock,matter,models,ontology
S-0211	Bedrock growth follows hinge cycle 3:1 to 3:2 to 3:1 with layer accretion.	accretion,bedrock,cycle,follows,growth,hinge,layer
S-0212	Locks are certified stages of lattice crystallization.	certified,crystallization,lattice,locks,stages
S-0213	Lock evidence package includes family meter, 2-D flow-shear meter, and 3-D golden-vortex meter.	2-d,3-d,evidence,family,flow-shear,golden-vortex,includes,lock,meter,package
S-0214	Evidence package includes lock chain audits and honest Theta outcomes.	audits,chain,evidence,honest,includes,lock,outcomes,package,theta
S-0215	Boson-class locks require shear-role receipts, flow-shear bias, and golden-vortex thickness compliance.	bias,boson-class,compliance,flow-shear,golden-vortex,locks,receipts,require,shear-role,thickness
S-0216	All equalities and wall tests are decided on 3DL quantized hats.	3dl,all,decided,equalities,hats,quantized,tests,wall
S-0217	Sub-CRL wins are illegal.	illegal,sub-crl,wins
S-0218	Address arithmetic is invalid for composition and each composite requires re-certification.	address,arithmetic,composite,composition,each,invalid,re-certification,requires
S-0219	H-infinity is a post-lock portability guard across admissible meter, band, and level perturbations.	across,admissible,band,guard,h-infinity,level,meter,perturbations,portability,post-lock
S-0220	Failure mode F1 is overproduction: certifying an unmatched durable in-band lock.	certifying,durable,f1,failure,in-band,lock,mode,overproduction,unmatched
S-0221	Failure mode F2 is underproduction: observed particle lacks certifiable lock.	certifiable,f2,failure,lacks,lock,mode,observed,particle,underproduction
S-0222	Failure mode F3 is instability: survivor set S changes under 3DL-equivalent protocols.	3dl-equivalent,changes,f3,failure,instability,mode,protocols,set,survivor,under
S-0223	Failure mode F4 is parameter leak: any required digit beyond 3DL.	3dl,any,beyond,digit,f4,failure,leak,mode,parameter,required
S-0224	Methods require publishing P0, eta band, and hinge conventions.	band,conventions,eta,hinge,methods,p0,publishing,require
S-0225	Methods require releasing validator with abstention sweep, LOW, and Delta-Pinch producing hashed S and Cert(n).	abstention,cert,delta-pinch,hashed,low,methods,producing,releasing,require,sweep,validator
S-0226	Methods require family-meter audits per survivor with LOW scores, detuning penalties, curvature signatures, and CRL rationals.	audits,crl,curvature,detuning,family-meter,low,methods,penalties,per,rationals,require,scores,signatures,survivor
S-0227	Methods require physics-meter receipts from 2-D flow-shear bands and 3-D golden-vortex widths with artifacts.	2-d,3-d,artifacts,bands,flow-shear,golden-vortex,methods,physics-meter,receipts,require,widths
S-0228	Methods require composition re-certification attempts and Theta publication for failed legal-looking composites.	attempts,composites,composition,failed,legal-looking,methods,publication,re-certification,require,theta
S-0229	Methods require automatic falsifier log emission for F1 through F4 each run.	automatic,each,emission,f1,f4,falsifier,log,methods,require,run,through
S-0230	Compared to scheme-drifting parameters, locks are finite, auditable, and crisply falsifiable.	auditable,compared,crisply,falsifiable,finite,locks,parameters,scheme-drifting
S-0231	Compared to fit quality claims, Delta receipts plus H-infinity require cross-meter and cross-level objectivity.	claims,compared,cross-level,cross-meter,delta,fit,h-infinity,objectivity,plus,quality,receipts,require
S-0232	A lock is a discrete kept promise only if all gates pass and receipts remain portable.	all,discrete,gates,if,kept,lock,only,pass,portable,promise,receipts,remain
S-0233	The ledger of certified survivors defines the spectrum.	certified,defines,ledger,spectrum,survivors
S-0234	If receipts break or expected survivors are missing, the claim fails instead of retuning parameters.	break,claim,expected,fails,if,instead,missing,parameters,receipts,retuning,survivors
S-0235	The Delta lock framework enforces necessary finite falsifiable physics.	delta,enforces,falsifiable,finite,framework,lock,necessary,physics
S-0236	Abstention is selective decoupling from damaging modes while permitting safe couplings.	abstention,couplings,damaging,decoupling,modes,permitting,safe,selective,while
S-0237	Abstention is implemented as a hazard-gated decision over measured detuning, curvature, and brittleness proxies.	abstention,brittleness,curvature,decision,detuning,hazard-gated,implemented,measured,over,proxies
S-0238	Eligibility bands determine where coupling is permitted versus refused.	bands,coupling,determine,eligibility,permitted,refused,versus,where
S-0239	Effective abstention produces monotone energy descent to a floor.	abstention,descent,effective,energy,floor,monotone,produces
S-0240	Effective abstention produces mean hazard quench toward zero.	abstention,effective,hazard,mean,produces,quench,toward,zero
S-0241	Failure of energy descent or hazard quench falsifies abstention effectiveness.	abstention,descent,effectiveness,energy,failure,falsifies,hazard,quench
S-0242	Abstention outcomes under declared meters are filament family, cavitation, or abstention.	abstention,cavitation,declared,family,filament,meters,outcomes,under
S-0243	A reproducible fourth exit under fixed meters falsifies the abstention claim.	abstention,claim,exit,falsifies,fixed,fourth,meters,reproducible,under
S-0244	Abstention commit condition is H <= tau_safe.	abstention,commit,condition,tau_safe
S-0245	Abstention refuse condition is H >= tau_haz.	abstention,condition,refuse,tau_haz
S-0246	Buffer condition between thresholds requires steering or deferral.	between,buffer,condition,deferral,requires,steering,thresholds
S-0247	Abstention preserves persistence by refusing hazardous coupling exposure.	abstention,coupling,exposure,hazardous,persistence,preserves,refusing
S-0248	Abstention operationalizes LOW by refusing couplings that force high-order behavior.	abstention,behavior,couplings,force,high-order,low,operationalizes,refusing
S-0249	Minimal exits with fixed meters create crisp falsifiability.	create,crisp,exits,falsifiability,fixed,meters,minimal
S-0250	Abstention sweep starts by computing bandwise metrics on fixed bands.	abstention,bands,bandwise,computing,fixed,metrics,starts,sweep
S-0251	Abstention sweep uses aligned windows for meter portability.	abstention,aligned,meter,portability,sweep,uses,windows
S-0252	Hazard score H[Psi] is formed from convex penalties of detuning, curvature, and brittleness with eligibility mask.	brittleness,convex,curvature,detuning,eligibility,formed,hazard,mask,penalties,psi,score
S-0253	Decision policy maps hazard score to commit, abstain, or steer.	abstain,commit,decision,hazard,maps,policy,score,steer
S-0254	Steer mode applies continuous penalty until safe commit or Theta-cut trigger.	applies,commit,continuous,mode,penalty,safe,steer,theta-cut,trigger,until
S-0255	Abstention verification requires E(t) descending to E_infinity.	abstention,descending,e_infinity,requires,verification
S-0256	Abstention verification requires mean hazard converging to zero.	abstention,converging,hazard,mean,requires,verification,zero
S-0257	Abstention timeline should show early Theta-bursts then quiescence under effective gating.	abstention,early,effective,gating,quiescence,should,show,theta-bursts,timeline,under
S-0258	Commit segments must satisfy energy and hazard invariants.	commit,energy,hazard,invariants,must,satisfy,segments
S-0259	Band-window misalignment is an admissibility fault that can create spurious decisions.	admissibility,band-window,can,create,decisions,fault,misalignment,spurious
S-0260	Under CPL meters only filament, cavitation, and abstention are admissible exits.	abstention,admissible,cavitation,cpl,exits,filament,meters,only,under
S-0261	Abstention evidence includes a decision card from Lambda_mean, Var_phi, and E_final to outcome class.	abstention,card,class,decision,e_final,evidence,includes,lambda_mean,outcome,var_phi
S-0262	Abstention predicts zeta plateau to knee to tilt in capture versus damping under effective gating.	abstention,capture,damping,effective,gating,knee,plateau,predicts,tilt,under,versus,zeta
S-0263	Treating refusals as first-class successes reduces hazardous search burden.	burden,first-class,hazardous,reduces,refusals,search,successes,treating
S-0264	Abstention falsifier includes repeatable fourth exit under stated meters.	abstention,exit,falsifier,fourth,includes,meters,repeatable,stated,under
S-0265	Abstention falsifier includes commit segments lacking monotone energy descent.	abstention,commit,descent,energy,falsifier,includes,lacking,monotone,segments
S-0266	Abstention falsifier includes commit segments lacking hazard quench.	abstention,commit,falsifier,hazard,includes,lacking,quench,segments
S-0267	Abstention falsifier includes missing zeta plateau below any knee under proper gate binding.	abstention,any,below,binding,falsifier,gate,includes,knee,missing,plateau,proper,under,zeta
S-0268	Abstention comparisons show selective decoupling is distinct from blanket damping.	abstention,blanket,comparisons,damping,decoupling,distinct,selective,show
S-0269	Abstention comparisons show bandwise auditable refusal is distinct from generic OOD rejection.	abstention,auditable,bandwise,comparisons,distinct,generic,ood,refusal,rejection,show
S-0270	Methods must freeze tau_safe and tau_haz thresholds.	freeze,methods,must,tau_haz,tau_safe,thresholds
S-0271	Methods must freeze decision-card cutoffs for family, soliton, cavitation, and abstention.	abstention,cavitation,cutoffs,decision-card,family,freeze,methods,must,soliton
S-0272	Methods must compute all meters on same B x W domain and publish band IDs and windows.	all,band,compute,domain,ids,meters,methods,must,publish,same,windows
S-0273	Methods must run mixed gate with continuous steering in buffer and theta events beyond hazard wall.	beyond,buffer,continuous,events,gate,hazard,methods,mixed,must,run,steering,theta,wall
S-0274	Methods must preserve theta refusal logs.	logs,methods,must,preserve,refusal,theta
S-0275	Methods must verify signatures on safe segments before activation.	activation,before,methods,must,safe,segments,signatures,verify
S-0276	Methods must monitor zeta-capture plateau, knee stability, and tilt behavior.	behavior,knee,methods,monitor,must,plateau,stability,tilt,zeta-capture
