rank	id	stage	label	statement
328	S-0131	5	application	The Family Meter scores candidate locks by LOW structure, detuning, curvature signature, and abstention hazards.
329	S-0132	5	application	The lepton ledger survivor set is n = {1, 207, 3477} under declared CRL/3DL certification.
330	S-0133	5	application	Family ratios are computed as relations among certified lock rationals rather than fitted continuum parameters.
331	S-0135	5	application	Lepton family claims pass only by certification and fail on any certificate break.
332	S-0136	5	application	Candidate scoring includes effective LOW order O(n).
333	S-0137	5	application	Candidate scoring includes detuning D(n) from allowed harmonic ratios.
334	S-0138	5	application	Candidate scoring includes curvature signature C(n) from flow-shear and golden-vortex meters.
335	S-0139	5	application	Candidate scoring includes hazard state H(n) for blow-up, coherence, memory, and pinch conditions.
336	S-0140	5	application	A candidate passes iff O(n) <= O_star, D(n) <= D_star, C(n) is in lepton class, and H(n)=0.
337	S-0141	5	application	Each surviving lock must carry Cert(n) with rational form, LOW-detuning scores, meter bands, and audit flags.
338	S-0143	5	application	3DL constrains all comparisons to three significant digits.
339	S-0145	5	application	Family relations are rho_mu_e = r_207/r_1 and rho_tau_e = r_3477/r_1 evaluated at 3DL.
340	S-0146	5	application	If family relations cannot be represented from certified rationals at 3DL, the claim returns Theta.
341	S-0147	5	application	Address n=1 is the order-floor survivor in legal LOW tour class.
342	S-0148	5	application	Address n=207 is the next LOW-admissible survivor after sweep with detuning minimum and hazard pass.
343	S-0149	5	application	Address n=3477 is the third LOW-admissible survivor in the same family class.
344	S-0150	5	application	No intermediate addresses survive combined LOW, detuning, and hazard gates at 3DL.
345	S-0151	5	application	Lepton-class locks must pass 2-D Helmholtz flow-shear class bands.
346	S-0152	5	application	Lepton-class locks must be flow-dominant with shear-compatible shell and without bosonic shear overload.
347	S-0153	5	application	The flow-shear class metric is eta_FS = (E_shear/E_flow)_square - (E_shear/E_flow)_circle.
348	S-0154	5	application	Lepton-class locks must pass 3-D golden-vortex width law at bedrock eta.
349	S-0156	5	application	GV receipts are class evidence for lepton certification.
350	S-0157	5	application	Within 3DL, certified family ratios satisfy dot-equality to 207 and 3477 corridors.
351	S-0159	5	application	If external measurements cross a 3DL corridor boundary, the certificate is falsified.
352	S-0160	5	application	LOW audit requires monotone low-order descent and rejects high-order intrusions.
353	S-0161	5	application	Any abstention hazard trip in certificate logs returns Theta.
354	S-0163	5	application	Any meter-band mismatch returns Theta.
355	S-0164	5	application	If a ledger address loses certification, the family claim fails.
356	S-0165	5	application	Prediction: no additional lepton-class survivors appear between n=1 and n=3477 under 3DL-equivalent runs.
357	S-0166	5	application	Prediction: family ratio corridors are stable at 3DL across independent validator runs.
358	S-0167	5	application	Prediction: lepton class stays flow-dominant and satisfies delta-vs-eta law while boson class shows distinct shear bias.
359	S-0168	5	application	Prediction: index-arithmetic di-lepton composites fail certification and legal composites must re-certify.
360	S-0169	5	application	Falsifier F1: an extra certified lepton-class survivor not observed experimentally falsifies the claim.
361	S-0170	5	application	Falsifier F2: inability to certify an observed lepton falsifies the claim.
362	S-0171	5	application	Falsifier F3: survivor set instability under 3DL-equivalent protocols falsifies the claim.
363	S-0172	5	application	Falsifier F4: certified lepton violating width law or showing persistent bosonic square-bias retracts the class claim.
364	S-0174	5	application	Methods require publishing N=4 perimeter algorithm P0, hinge conventions, and LOW slope source as theorem or receipt.
365	S-0175	5	application	Methods require validator sweep over n from 1 to N_max with outputs O(n), D(n), C(n), H(n), survivor table hashes, and Cert(n) JSON.
366	S-0176	5	application	Methods require explicit CRL rational digit cap and 3DL comparison policy.
367	S-0177	5	application	Methods require 2-D equal-area Neumann Helmholtz reporting of eta_FS class bands.
368	S-0179	5	application	Methods require family ratio computation directly from certificate rationals with PASS or Theta output.
369	S-0180	5	application	Methods require repro pack publication of seeds, meshes, code, CSVs, and figure artifacts.
370	S-0181	5	application	Any rerun that changes PASS or Theta status must be logged as a failure event.
371	S-0182	5	application	Lock framing is required because CRL forbids infinite-digit ontology and 3DL rejects overfitting by extra digits.
372	S-0183	5	application	Lock certification provides necessity while free-parameter fitting provides only adjustable choice.
373	S-0185	5	application	Composite construction is re-certification, not index arithmetic; this explains single-lock leptons and triple-lock baryonic composites.
374	S-0186	5	application	A Lock is a discrete survivor of the abstention-gated sieve with integer address n and a portable certificate.
375	S-0188	5	application	Constants are represented as relations among certified Locks rather than tunable real parameters.
376	S-0189	5	application	Any uncertified candidate is routed to Theta.
377	S-0191	5	application	A Lock must descend LOW energy E_Delta = zeta Phi.
378	S-0192	5	application	A Lock must survive abstention hazards.
379	S-0194	5	application	Lock address n is a ledger index and not an algebraic variable.
380	S-0195	5	application	Minimal lock certificate is Cert(n) = {rational form, audit flags, meters}.
381	S-0196	5	application	No certificate implies no particle claim.
382	S-0197	5	application	Survivor construction enumerates candidate n and applies LOW ranking K(n), hazards, stability, and CRL sieve.
383	S-0198	5	application	Survivor table is S = {n : PASS} with attached certificates.
384	S-0199	5	application	3DL/CRL encode causal finitude by rejecting infinite-digit ontology.
385	S-0200	5	application	Lock framing removes free-parameter knobs by using certified relational constants.
386	S-0201	5	application	Lock framing gives crisp falsification by overproduction or underproduction of survivors.
387	S-0203	5	application	Sieve stage applies LOW descent, abstention hazard gates, micro-stability, and CRL rational bounds.
388	S-0206	5	application	Receipt disagreement routes candidate to typed Theta.
389	S-0208	5	application	Post-lock H-infinity instability demotes candidate to Theta.
390	S-0209	5	application	The physical meaning of Lock is ONAL LOCK as constraint that outlives the seeding knot.
391	S-0210	5	application	Lock ontology models matter as frozen constraint.
392	S-0211	5	application	Bedrock growth follows hinge cycle 3:1 to 3:2 to 3:1 with layer accretion.
393	S-0212	5	application	Locks are certified stages of lattice crystallization.
394	S-0213	5	application	Lock evidence package includes family meter, 2-D flow-shear meter, and 3-D golden-vortex meter.
395	S-0214	5	application	Evidence package includes lock chain audits and honest Theta outcomes.
396	S-0215	5	application	Boson-class locks require shear-role receipts, flow-shear bias, and golden-vortex thickness compliance.
397	S-0216	5	application	All equalities and wall tests are decided on 3DL quantized hats.
398	S-0217	5	application	Sub-CRL wins are illegal.
399	S-0218	5	application	Address arithmetic is invalid for composition and each composite requires re-certification.
400	S-0220	5	application	Failure mode F1 is overproduction: certifying an unmatched durable in-band lock.
401	S-0221	5	application	Failure mode F2 is underproduction: observed particle lacks certifiable lock.
402	S-0222	5	application	Failure mode F3 is instability: survivor set S changes under 3DL-equivalent protocols.
403	S-0224	5	application	Methods require publishing P0, eta band, and hinge conventions.
404	S-0225	5	application	Methods require releasing validator with abstention sweep, LOW, and Delta-Pinch producing hashed S and Cert(n).
405	S-0226	5	application	Methods require family-meter audits per survivor with LOW scores, detuning penalties, curvature signatures, and CRL rationals.
406	S-0227	5	application	Methods require physics-meter receipts from 2-D flow-shear bands and 3-D golden-vortex widths with artifacts.
407	S-0228	5	application	Methods require composition re-certification attempts and Theta publication for failed legal-looking composites.
408	S-0229	5	application	Methods require automatic falsifier log emission for F1 through F4 each run.
409	S-0232	5	application	A lock is a discrete kept promise only if all gates pass and receipts remain portable.
410	S-0233	5	application	The ledger of certified survivors defines the spectrum.
411	S-0234	5	application	If receipts break or expected survivors are missing, the claim fails instead of retuning parameters.
412	S-0236	5	application	Abstention is selective decoupling from damaging modes while permitting safe couplings.
413	S-0237	5	application	Abstention is implemented as a hazard-gated decision over measured detuning, curvature, and brittleness proxies.
414	S-0238	5	application	Eligibility bands determine where coupling is permitted versus refused.
415	S-0239	5	application	Effective abstention produces monotone energy descent to a floor.
416	S-0240	5	application	Effective abstention produces mean hazard quench toward zero.
417	S-0241	5	application	Failure of energy descent or hazard quench falsifies abstention effectiveness.
418	S-0242	5	application	Abstention outcomes under declared meters are filament family, cavitation, or abstention.
419	S-0243	5	application	A reproducible fourth exit under fixed meters falsifies the abstention claim.
420	S-0244	5	application	Abstention commit condition is H <= tau_safe.
421	S-0245	5	application	Abstention refuse condition is H >= tau_haz.
422	S-0246	5	application	Buffer condition between thresholds requires steering or deferral.
423	S-0247	5	application	Abstention preserves persistence by refusing hazardous coupling exposure.
424	S-0248	5	application	Abstention operationalizes LOW by refusing couplings that force high-order behavior.
425	S-0249	5	application	Minimal exits with fixed meters create crisp falsifiability.
426	S-0250	5	application	Abstention sweep starts by computing bandwise metrics on fixed bands.
427	S-0251	5	application	Abstention sweep uses aligned windows for meter portability.
428	S-0252	5	application	Hazard score H[Psi] is formed from convex penalties of detuning, curvature, and brittleness with eligibility mask.
429	S-0254	5	application	Steer mode applies continuous penalty until safe commit or Theta-cut trigger.
